Input File,Display Name,File Name
Baseline,B,DIV 19 LSL-Cas9-PVcre with fith batch of gRNAs plate3  10uM CNO(000)(000)_NeuralEventDetector_neuralMetrics_FIRST 60 SEC.csv

Plot Selection,One File Per Plot
Plot Display,Raw Values
Error Bars,Standard Error
Well Exclusion Criterion,    Mean Firing Rate (Hz),0


    Number of Spikes
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,65.916667,67.166667,62.666667,54.833333,56.500000,63.166667,66.000000,42.833333,
B SEM,12.337095,8.268078,9.301624,9.027595,7.960604,16.394675,8.498663,7.981829,
B Replicates,77.000000,64.000000,73.000000,6.000000,62.000000,65.000000,54.000000,71.000000,
,37.000000,40.000000,8.000000,61.000000,29.000000,29.000000,49.000000,40.000000,
,16.000000,64.000000,72.000000,75.000000,40.000000,0.000000,72.000000,16.000000,
,35.000000,38.000000,32.000000,125.000000,42.000000,0.000000,56.000000,0.000000,
,40.000000,96.000000,55.000000,40.000000,45.000000,26.000000,24.000000,67.000000,
,18.000000,15.000000,69.000000,64.000000,68.000000,72.000000,88.000000,31.000000,
,46.000000,86.000000,50.000000,47.000000,16.000000,56.000000,84.000000,27.000000,
,148.000000,72.000000,99.000000,66.000000,62.000000,49.000000,8.000000,0.000000,
,100.000000,119.000000,69.000000,76.000000,69.000000,146.000000,86.000000,72.000000,
,120.000000,93.000000,134.000000,40.000000,125.000000,196.000000,76.000000,67.000000,
,102.000000,57.000000,46.000000,45.000000,72.000000,66.000000,114.000000,69.000000,
,52.000000,62.000000,45.000000,13.000000,48.000000,53.000000,81.000000,54.000000,


    Number of Bursting Electrodes
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,8.000000,7.583333,8.000000,7.333333,7.833333,6.500000,7.666667,6.666667,
B SEM,0.000000,0.336162,0.000000,0.512471,0.112367,0.883348,0.256235,0.898933,
B Replicates,8.000000,8.000000,8.000000,2.000000,8.000000,8.000000,5.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,7.000000,8.000000,8.000000,
,8.000000,7.000000,8.000000,8.000000,8.000000,0.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,0.000000,8.000000,0.000000,
,8.000000,8.000000,8.000000,8.000000,7.000000,8.000000,8.000000,8.000000,
,8.000000,4.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,7.000000,8.000000,7.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,0.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,6.000000,8.000000,7.000000,8.000000,8.000000,


    Burst Duration - Avg (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.233501,0.242696,0.260511,0.173653,0.238508,0.211405,0.173307,0.261970,
B SEM,0.022374,0.018383,0.021637,0.019404,0.023702,0.020851,0.014773,0.030431,
B Replicates,0.165597,0.174166,0.182043,0.131370,0.190066,0.326457,0.060617,0.179685,
,0.152845,0.279124,0.322700,0.091580,0.287702,0.243418,0.232909,0.328296,
,0.316593,0.188123,0.320579,0.084497,0.223191,NaN,0.168350,0.370625,
,0.133963,0.157557,0.180855,0.206031,0.163878,NaN,0.170213,NaN,
,0.253285,0.275736,0.359442,0.176782,0.282146,0.138035,0.131553,0.173946,
,0.295808,0.249012,0.205948,0.160708,0.172224,0.162301,0.170074,0.221899,
,0.215961,0.310817,0.260428,0.189184,0.458326,0.209923,0.185934,0.283521,
,0.299647,0.268106,0.244239,0.284703,0.220557,0.282776,0.263680,NaN,
,0.149119,0.352114,0.290576,0.201762,0.257867,0.145795,0.176599,0.324884,
,0.253632,0.221566,0.193619,0.266658,0.251092,0.251650,0.161061,0.171861,
,0.374469,0.282446,0.388714,0.210003,0.195858,0.219643,0.212572,0.419664,
,0.191098,0.153584,0.176989,0.080563,0.159187,0.134047,0.146124,0.145324,


    Burst Duration - Std (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.107128,0.072368,0.095398,0.062948,0.102321,0.092969,0.046825,0.130120,
B SEM,0.021304,0.012705,0.012314,0.009717,0.020211,0.018636,0.006528,0.024092,
B Replicates,0.074893,0.033506,0.048378,0.043289,0.069558,0.088123,0.008385,0.126619,
,0.050942,0.052651,0.129181,0.024517,0.091199,0.122290,0.056236,0.178641,
,0.166004,0.015954,0.113872,0.066628,0.066496,NaN,0.029118,0.295949,
,0.018781,0.042566,0.052299,0.032115,0.073848,NaN,0.054187,NaN,
,0.090364,0.103292,0.108518,0.030227,0.107789,0.087109,0.034921,0.045188,
,0.093924,0.026282,0.082561,0.048416,0.033558,0.086090,0.048424,0.115811,
,0.088437,0.087066,0.116466,0.071794,0.280667,0.038840,0.040635,0.170590,
,0.282470,0.108856,0.096305,0.114997,0.088853,0.087492,0.027492,NaN,
,0.056475,0.145492,0.128799,0.086015,0.204024,0.017162,0.085035,0.059182,
,0.048927,0.134275,0.059284,0.122483,0.081380,0.236549,0.032882,0.082823,
,0.188269,0.083594,0.179042,0.084188,0.052060,0.102658,0.081864,0.165512,
,0.126052,0.034877,0.030069,0.030708,0.078422,0.063377,0.062718,0.060885,


    Number of Spikes per Burst - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,23.658339,27.386440,30.102690,23.286496,26.654073,23.953668,27.765067,32.577398,
B SEM,2.313782,2.313010,2.065767,2.707822,1.712176,2.725105,1.966536,3.436829,
B Replicates,23.093971,37.375000,30.968403,12.125000,28.162946,43.666667,9.821905,22.361936,
,18.066667,42.950000,40.000000,17.497569,26.485417,29.628571,37.169643,30.450000,
,19.229167,23.739683,22.672664,12.596970,18.018750,NaN,25.361111,37.062500,
,15.218750,15.077679,17.431250,23.126746,15.001488,NaN,33.053571,NaN,
,15.969494,26.133929,34.276042,27.400000,27.118197,17.083333,27.958333,23.001488,
,31.500000,23.270833,24.258036,23.812500,20.905556,22.363636,30.034091,32.060417,
,23.453571,20.678175,31.110714,32.095833,35.571429,20.970238,31.297619,36.739583,
,28.115144,24.906850,29.730929,32.450000,31.330357,15.720833,29.625000,NaN,
,18.332097,25.676144,36.494142,26.708333,30.265278,17.926645,28.470455,44.718937,
,19.120721,26.314179,22.645311,37.250000,28.308900,27.059852,29.954167,21.538839,
,42.793788,38.174851,39.957292,28.041667,31.513889,28.528125,28.887187,54.331944,
,29.006696,24.339962,31.687500,6.333333,27.166667,16.588776,21.547727,23.508333,


    Number of Spikes per Burst - Std
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,10.874628,11.268875,12.973614,9.526839,13.894926,12.918564,8.953772,16.024495,
B SEM,1.712650,1.547148,1.446156,1.591611,1.820568,2.888842,1.088390,2.237542,
B Replicates,10.254435,8.905005,10.289873,5.833631,7.290774,16.503397,1.801478,11.110862,
,4.265485,13.084233,15.128025,4.834520,9.494273,22.094839,5.161789,21.218792,
,11.230958,5.936242,7.128368,6.440200,5.481393,NaN,11.079598,23.818416,
,5.027949,7.950212,9.939385,12.003879,9.144625,NaN,9.393856,NaN,
,5.241064,18.726504,21.995104,7.225352,14.603215,14.976834,10.048197,5.586144,
,12.995726,7.543508,12.283513,10.759755,9.468759,12.854419,7.004963,13.473940,
,10.647852,4.859948,9.867319,19.318438,24.859393,9.909518,10.154918,26.919723,
,17.367547,13.442174,17.242985,19.257777,17.669321,3.551333,8.683934,NaN,
,6.801149,20.569724,15.316489,10.875511,23.914320,3.803459,16.269140,10.671180,
,6.390505,17.652952,6.651184,10.952234,15.602503,32.548341,6.567276,12.066282,
,23.460164,10.173411,20.308490,5.282368,11.265740,7.324865,13.352136,22.918626,
,16.812706,6.382586,9.532633,1.538397,17.944801,5.618638,7.927983,12.460981,


    Mean ISI within Burst - Avg (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.010154,0.009965,0.010074,0.009584,0.010699,0.009880,0.007212,0.008386,
B SEM,0.000943,0.001059,0.000956,0.000882,0.000978,0.001104,0.000414,0.000526,
B Replicates,0.008607,0.004960,0.006591,0.013475,0.006987,0.008156,0.007509,0.008214,
,0.007901,0.007042,0.008656,0.006459,0.013802,0.008993,0.006917,0.012121,
,0.017152,0.006630,0.016682,0.007780,0.013774,NaN,0.007919,0.010016,
,0.009962,0.012482,0.011819,0.013150,0.013969,NaN,0.005435,NaN,
,0.015459,0.014033,0.011854,0.007069,0.011809,0.011951,0.005185,0.007589,
,0.009610,0.008826,0.009326,0.007890,0.009186,0.006886,0.005941,0.007420,
,0.008951,0.013910,0.008683,0.007862,0.017001,0.012183,0.006841,0.007532,
,0.008913,0.010390,0.009915,0.010945,0.007981,0.018406,0.009852,NaN,
,0.006608,0.017176,0.007761,0.008487,0.008177,0.007100,0.007382,0.008323,
,0.011954,0.008339,0.008013,0.007271,0.011402,0.008153,0.006573,0.006040,
,0.010255,0.007496,0.015456,0.008677,0.006866,0.008285,0.009558,0.008758,
,0.006474,0.008294,0.006126,0.015948,0.007437,0.008687,0.007435,0.007851,


    Mean ISI within Burst - Std (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.004408,0.005082,0.003754,0.003349,0.003910,0.003781,0.001973,0.002041,
B SEM,0.000765,0.001414,0.000778,0.000679,0.000603,0.000947,0.000265,0.000156,
B Replicates,0.001691,0.000845,0.001282,0.003042,0.001327,0.001943,0.000430,0.002261,
,0.003999,0.001945,0.002776,0.001340,0.004233,0.003695,0.002777,0.002142,
,0.010240,0.001339,0.004961,0.003472,0.003793,NaN,0.003010,0.002515,
,0.006133,0.007367,0.003862,0.008992,0.006641,NaN,0.001233,NaN,
,0.007136,0.013491,0.005293,0.001353,0.003686,0.007379,0.001108,0.002013,
,0.004399,0.003344,0.004722,0.002141,0.002909,0.001360,0.000887,0.002184,
,0.001799,0.005766,0.002874,0.003450,0.007983,0.002532,0.002680,0.001604,
,0.004141,0.003202,0.003578,0.002690,0.002679,0.010822,0.002576,NaN,
,0.002390,0.015914,0.001612,0.001488,0.002795,0.002979,0.002112,0.002287,
,0.006284,0.002970,0.001637,0.001786,0.006559,0.002288,0.001665,0.000991,
,0.003397,0.001147,0.011020,0.003473,0.001792,0.003013,0.003269,0.002694,
,0.001286,0.003651,0.001433,0.006963,0.002526,0.001795,0.001926,0.001716,


    Median ISI within Burst - Avg (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.004973,0.005516,0.005272,0.006317,0.005485,0.005302,0.004495,0.004419,
B SEM,0.000498,0.000841,0.000605,0.000849,0.000508,0.000600,0.000312,0.000222,
B Replicates,0.005527,0.003508,0.004064,0.007660,0.004185,0.003902,0.005810,0.005274,
,0.003696,0.004058,0.003580,0.004946,0.008012,0.004137,0.003888,0.005594,
,0.010112,0.003869,0.008339,0.006251,0.006468,NaN,0.003649,0.004340,
,0.004893,0.006098,0.005417,0.008277,0.005481,NaN,0.003394,NaN,
,0.005115,0.012185,0.006163,0.004442,0.005946,0.008635,0.003475,0.004226,
,0.004299,0.004517,0.004006,0.004569,0.004729,0.003851,0.003390,0.004425,
,0.004414,0.003742,0.005122,0.004855,0.009465,0.005854,0.004144,0.004087,
,0.004114,0.003619,0.004569,0.005512,0.003902,0.008620,0.004620,NaN,
,0.003557,0.010748,0.003988,0.005008,0.003831,0.003700,0.004461,0.003831,
,0.005083,0.004226,0.003793,0.004648,0.005016,0.004174,0.004636,0.003344,
,0.004769,0.003850,0.010349,0.004854,0.003842,0.004528,0.006631,0.003975,
,0.004096,0.005770,0.003869,0.014786,0.004942,0.005621,0.005840,0.005099,


    Median ISI within Burst - Std (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.002077,0.004644,0.002400,0.002272,0.002608,0.002328,0.001084,0.000903,
B SEM,0.000674,0.002272,0.000871,0.000738,0.000712,0.000743,0.000194,0.000103,
B Replicates,0.001415,0.000403,0.000854,0.000537,0.000460,0.000575,0.000612,0.001237,
,0.000602,0.000857,0.000387,0.001113,0.005741,0.001441,0.001391,0.000682,
,0.008845,0.000589,0.004071,0.003053,0.003074,NaN,0.001063,0.000964,
,0.001788,0.004485,0.002056,0.006948,0.003114,NaN,0.000438,NaN,
,0.003318,0.022589,0.003152,0.000652,0.002685,0.006537,0.000350,0.001032,
,0.000984,0.000901,0.000912,0.000907,0.001168,0.000609,0.000242,0.001422,
,0.000545,0.000707,0.002402,0.002268,0.008618,0.002582,0.001032,0.000790,
,0.001227,0.000442,0.001796,0.001093,0.000583,0.006636,0.001738,NaN,
,0.000530,0.019888,0.000859,0.000817,0.000481,0.000754,0.001384,0.000709,
,0.003243,0.001237,0.000585,0.000873,0.003102,0.000849,0.000926,0.000265,
,0.001661,0.000549,0.011247,0.000954,0.000623,0.002358,0.002636,0.000839,
,0.000768,0.003083,0.000478,0.008047,0.001648,0.000940,0.001202,0.001091,


    Median/Mean ISI within Burst - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.580701,0.578735,0.549250,0.665646,0.543194,0.591576,0.647458,0.579139,
B SEM,0.023076,0.030202,0.019190,0.030643,0.023137,0.027778,0.030350,0.028501,
B Replicates,0.653247,0.728969,0.633963,0.571080,0.634355,0.496506,0.793361,0.651817,
,0.570083,0.605745,0.449957,0.760181,0.500756,0.511739,0.567363,0.470030,
,0.665692,0.655286,0.456451,0.794137,0.488269,NaN,0.492856,0.444663,
,0.630526,0.552805,0.517793,0.598627,0.414178,NaN,0.652386,NaN,
,0.431374,0.652714,0.575233,0.661667,0.516325,0.700068,0.701254,0.609162,
,0.520383,0.635422,0.534443,0.625825,0.569025,0.622739,0.597005,0.630190,
,0.538868,0.358550,0.612639,0.651637,0.487022,0.503986,0.654512,0.616435,
,0.603925,0.468740,0.519214,0.524021,0.573052,0.515141,0.466868,NaN,
,0.657089,0.481702,0.576202,0.610204,0.579205,0.629073,0.626633,0.494723,
,0.540093,0.571330,0.573633,0.668015,0.462323,0.671115,0.727095,0.694934,
,0.479847,0.549926,0.487316,0.616476,0.591665,0.541418,0.690212,0.511678,
,0.677280,0.683627,0.654150,0.905880,0.702152,0.723973,0.799948,0.667753,


    Median/Mean ISI within Burst - Std
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.122309,0.120506,0.081312,0.097506,0.093232,0.090745,0.067895,0.073279,
B SEM,0.014795,0.023540,0.008833,0.011748,0.009281,0.013559,0.005730,0.005847,
B Replicates,0.062721,0.043545,0.041442,0.051745,0.069071,0.038195,0.040826,0.086395,
,0.128413,0.081660,0.152171,0.071834,0.095144,0.102477,0.059335,0.046657,
,0.242867,0.061998,0.073956,0.043242,0.098455,NaN,0.083284,0.076043,
,0.138448,0.118083,0.077007,0.081022,0.102207,NaN,0.090133,NaN,
,0.175077,0.332542,0.092876,0.058941,0.045663,0.146160,0.090934,0.051785,
,0.126251,0.083585,0.115185,0.102746,0.107342,0.043578,0.059158,0.068940,
,0.056318,0.141330,0.086721,0.109355,0.174707,0.056490,0.088281,0.078087,
,0.135688,0.069337,0.045987,0.084432,0.097277,0.169340,0.084510,NaN,
,0.093296,0.210355,0.049647,0.107379,0.107874,0.110606,0.051306,0.071867,
,0.124283,0.103379,0.085379,0.129009,0.077370,0.087447,0.063067,0.093578,
,0.076144,0.057055,0.080099,0.155902,0.062460,0.086427,0.033372,0.104090,
,0.108203,0.143199,0.075270,0.174470,0.081217,0.066733,0.070535,0.055347,


    Inter-Burst Interval - Avg (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,2.455157,4.771804,6.591865,9.010076,7.386849,5.829843,5.096387,5.481565,
B SEM,0.667647,1.012690,0.862370,1.442286,1.198601,1.297874,0.560020,1.261248,
B Replicates,4.490177,7.718764,6.569832,18.079000,8.717298,4.256732,7.582149,6.195417,
,0.541287,11.433163,NaN,6.745982,6.708314,1.812130,4.568707,12.977360,
,0.483363,0.584730,6.999743,7.776615,5.317284,NaN,6.186647,7.250520,
,0.492459,0.743524,12.071678,3.661138,6.293055,NaN,6.302837,NaN,
,0.703165,3.074452,3.875264,6.301003,9.747108,11.879145,0.580505,2.103209,
,0.772850,0.538853,7.166074,6.391201,3.628542,2.855806,5.962603,0.629210,
,1.048566,6.153681,5.801878,4.410896,18.914073,6.320894,3.667089,0.643005,
,3.714080,3.917301,3.906798,7.183197,5.449115,13.162302,NaN,NaN,
,2.846980,4.490002,4.629840,6.696929,4.688370,2.642642,5.801851,6.129424,
,1.774039,2.973376,3.204687,10.154675,3.910925,2.427412,5.706756,2.788831,
,4.939528,9.092984,11.108827,11.417664,5.885661,4.127066,4.069770,6.615157,
,7.655389,6.540820,7.175897,19.302610,9.382438,8.814302,5.631346,9.483518,


    Inter-Burst Interval - Std (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.671188,1.009385,1.179761,2.647935,1.447575,1.794970,0.798658,0.579157,
B SEM,0.211577,0.313955,0.230244,1.269208,0.373098,0.704714,0.521584,0.170064,
B Replicates,0.506875,0.001554,0.498383,7.648802,0.645508,0.192002,5.873610,0.973996,
,0.223402,0.002856,NaN,1.870864,1.847456,0.574521,0.275921,0.000808,
,0.299905,0.024934,1.174446,3.369138,1.260988,NaN,0.000306,0.008531,
,0.172246,0.547600,2.442296,0.219571,1.957004,NaN,0.002036,NaN,
,0.268594,0.829744,0.774767,0.002405,1.168011,2.506155,0.008533,0.227831,
,0.207272,0.120558,2.408730,0.000212,1.153879,0.702488,0.004721,0.136991,
,0.151775,2.991962,0.836755,0.294379,4.747617,1.169285,0.005832,0.295601,
,2.171710,0.938576,0.426399,0.580135,0.403820,7.602290,NaN,NaN,
,0.667730,3.178761,1.204740,1.658338,2.335349,0.843458,0.290262,1.042490,
,0.618591,0.913651,0.372140,0.001034,1.848825,1.095190,0.358907,0.892860,
,0.552517,0.982300,1.987597,1.353051,0.001474,0.333482,1.316046,0.596867,
,2.213637,1.580125,0.851114,14.777294,0.000966,2.930824,0.649065,1.615596,


    Burst Frequency - Avg (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.137326,0.144122,0.130556,0.118113,0.119221,0.160357,0.145208,0.107083,
B SEM,0.025702,0.015871,0.019378,0.017144,0.016292,0.034882,0.018330,0.013900,
B Replicates,0.160417,0.133333,0.152083,0.050000,0.129167,0.135417,0.180000,0.147917,
,0.077083,0.083333,0.016667,0.127083,0.060417,0.069048,0.102083,0.083333,
,0.033333,0.152381,0.150000,0.156250,0.083333,NaN,0.150000,0.033333,
,0.072917,0.079167,0.066667,0.260417,0.087500,NaN,0.116667,NaN,
,0.083333,0.200000,0.114583,0.083333,0.107143,0.054167,0.050000,0.139583,
,0.037500,0.062500,0.143750,0.133333,0.141667,0.150000,0.183333,0.064583,
,0.095833,0.179167,0.104167,0.097917,0.038095,0.116667,0.200000,0.056250,
,0.308333,0.150000,0.206250,0.137500,0.129167,0.102083,0.016667,NaN,
,0.208333,0.247917,0.143750,0.158333,0.143750,0.304167,0.179167,0.150000,
,0.250000,0.193750,0.279167,0.083333,0.260417,0.408333,0.158333,0.139583,
,0.212500,0.118750,0.095833,0.093750,0.150000,0.137500,0.237500,0.143750,
,0.108333,0.129167,0.093750,0.036111,0.100000,0.126190,0.168750,0.112500,


    Burst Frequency - Std (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
