Input File,Display Name,File Name
Baseline,B,DIV 19 LSL-Cas9-PVcre with fith batch of gRNAs plate3  15uM CNO(000)(000)_NeuralEventDetector_neuralMetrics_FIRST 60 SEC.csv

Plot Selection,One File Per Plot
Plot Display,Raw Values
Error Bars,Standard Error
Well Exclusion Criterion,    Mean Firing Rate (Hz),0


    Number of Spikes
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Replicates,8.000000,8.000000,8.000000,1.000000,8.000000,8.000000,5.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,7.000000,0.000000,8.000000,
,8.000000,7.000000,8.000000,8.000000,8.000000,7.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,4.000000,8.000000,7.000000,
,8.000000,8.000000,8.000000,8.000000,7.000000,8.000000,8.000000,8.000000,
,8.000000,4.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,7.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,


    Burst Duration - Avg (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.223705,0.227253,0.253288,0.158025,0.223934,0.238105,0.167134,0.266985,
B SEM,0.015459,0.016730,0.015127,0.016177,0.021313,0.015096,0.012536,0.028465,
B Replicates,0.194100,0.162409,0.170705,0.080320,0.140091,0.325278,0.064159,0.136316,
,0.140330,0.241332,0.305232,0.096997,0.295823,0.277241,NaN,0.349883,
,0.177224,0.195694,0.281770,0.111317,0.232427,0.226617,0.176768,0.337067,
,0.188441,0.199478,0.230370,0.217350,0.167894,0.254480,0.170949,0.404240,
,0.236871,0.183461,0.344908,0.219550,0.269157,0.234677,0.171122,0.223210,
,0.251043,0.270152,0.232696,0.143701,0.135955,0.163126,0.191393,0.262458,
,0.232392,0.273293,0.211683,0.180216,0.361067,0.230888,0.172953,0.278273,
,0.220260,0.190014,0.214331,0.248094,0.212644,0.272928,0.233718,0.188109,
,0.195426,0.295440,0.296518,0.144180,0.249601,0.152984,0.168917,0.317634,
,0.308141,0.232659,0.233570,0.215637,0.294727,0.288913,0.133509,0.138410,
,0.329571,0.337530,0.308660,0.119280,0.202372,0.252224,0.186291,0.409194,
,0.210663,0.145576,0.209017,0.119655,0.125452,0.177904,0.168697,0.159029,


    Burst Duration - Std (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.074582,0.067301,0.085208,0.060403,0.095622,0.111579,0.047939,0.109969,
B SEM,0.011331,0.008800,0.006911,0.008402,0.017638,0.014614,0.006330,0.018293,
B Replicates,0.096039,0.028620,0.078272,NaN,0.032240,0.115392,0.014263,0.094307,
,0.040899,0.050759,0.091123,0.035812,0.129270,0.078867,NaN,0.214499,
,0.042840,0.052041,0.101126,0.073733,0.056150,0.145883,0.024728,0.239639,
,0.057241,0.057243,0.078827,0.040820,0.047658,0.115875,0.041693,0.090172,
,0.051496,0.109914,0.113753,0.074287,0.184466,0.067280,0.073159,0.071773,
,0.046884,0.063426,0.111332,0.051975,0.020473,0.065378,0.066514,0.099331,
,0.112755,0.051882,0.053868,0.054407,0.189380,0.105881,0.030732,0.103197,
,0.137918,0.071280,0.061272,0.124389,0.078921,0.109062,0.066332,0.076227,
,0.034997,0.072101,0.108970,0.060697,0.136010,0.028300,0.072317,0.054117,
,0.034791,0.096186,0.064701,0.081634,0.162693,0.225346,0.028118,0.032440,
,0.113251,0.127008,0.109863,0.021286,0.051005,0.131231,0.055111,0.164510,
,0.125872,0.027157,0.049392,0.045396,0.059198,0.150454,0.054366,0.079418,


    Number of Spikes per Burst - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,22.642764,25.495939,29.594437,23.395422,26.491665,23.821794,26.098161,30.363480,
B SEM,2.174833,2.256717,1.925536,1.852833,1.791141,2.214754,1.925621,2.789839,
B Replicates,23.302579,35.147727,26.333071,11.500000,25.353535,42.540179,9.170606,21.979978,
,17.187798,37.291667,40.395833,18.050000,27.833333,28.583333,NaN,29.375000,
,14.040427,23.090345,22.174451,15.085417,20.655357,14.666667,26.062500,36.708333,
,20.408383,17.146433,19.345833,25.301213,13.836278,20.708333,31.178571,19.821429,
,16.027083,20.256966,32.677273,29.484375,29.428571,20.606250,30.593750,27.756818,
,28.950000,23.291667,25.687500,22.069444,17.208333,22.913690,27.937500,33.704167,
,22.220833,19.839493,27.075000,28.357143,33.623016,23.937427,30.000000,31.014881,
,23.443657,19.430628,25.601136,31.486111,31.592262,14.755682,31.481250,24.405060,
,19.343629,20.357189,37.197917,22.661364,28.057670,17.107480,27.535714,43.343727,
,18.572112,26.232292,27.475150,32.062500,31.463547,27.768754,25.961418,19.533319,
,42.487500,40.694940,38.815909,23.687500,31.673077,28.979911,26.124534,51.344048,
,25.729167,23.171916,32.354167,21.000000,27.175000,23.293828,21.033929,25.375000,


    Number of Spikes per Burst - Std
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,9.485990,10.068584,11.571073,9.586640,13.400403,12.985622,8.630600,12.645561,
B SEM,1.151852,0.876860,0.987611,1.569949,2.101372,2.370368,1.078187,1.812255,
B Replicates,10.253572,8.286906,10.390611,NaN,5.684594,20.170207,1.969753,11.136739,
,5.162007,12.046784,13.377883,6.046852,10.007537,14.773522,NaN,22.477105,
,6.240267,7.165375,6.604764,8.261981,4.998755,10.567245,11.010766,21.493031,
,8.293420,10.528276,9.285698,13.190302,6.920205,3.180889,9.110754,6.314377,
,6.972128,16.125463,18.986881,9.618954,21.924546,14.538973,11.475858,6.129933,
,13.307993,6.442588,11.603806,9.885043,6.644013,10.525794,9.650823,8.773073,
,8.075413,7.530231,10.135968,16.303428,27.554468,15.290629,9.933343,11.681607,
,9.201679,9.202841,12.984034,19.209229,16.582320,4.458171,10.108693,9.343076,
,4.795568,10.234019,13.712270,9.635472,14.371976,3.707691,14.736114,10.779622,
,9.519055,14.822087,7.966455,8.501605,21.577233,32.292147,5.755350,6.116534,
,18.640312,10.747729,14.848073,3.288312,12.515671,8.717732,6.135332,22.375909,
,13.370465,7.690709,8.956437,1.511858,12.023519,17.604460,5.049814,15.125730,


    Mean ISI within Burst - Avg (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.010936,0.009938,0.009935,0.007938,0.009893,0.011579,0.007589,0.009614,
B SEM,0.000981,0.001117,0.000868,0.000469,0.001038,0.001270,0.000431,0.000936,
B Replicates,0.009983,0.004875,0.007383,0.007831,0.005722,0.008144,0.007833,0.006369,
,0.008342,0.007033,0.008446,0.006442,0.010698,0.010208,NaN,0.013529,
,0.012023,0.006246,0.014874,0.008662,0.012660,0.019545,0.008248,0.009546,
,0.010539,0.014613,0.014974,0.011970,0.015984,0.010244,0.005981,0.017913,
,0.015011,0.011673,0.013518,0.008031,0.009515,0.017922,0.005981,0.008183,
,0.010873,0.009039,0.009672,0.007578,0.008106,0.006727,0.007319,0.009820,
,0.009894,0.013576,0.006883,0.009095,0.015950,0.010989,0.006614,0.010180,
,0.008518,0.008608,0.009985,0.009072,0.007516,0.017984,0.007617,0.008691,
,0.008892,0.018272,0.007589,0.007057,0.009880,0.007571,0.007312,0.008666,
,0.019868,0.008337,0.008380,0.006981,0.010695,0.011463,0.006442,0.006165,
,0.008733,0.008750,0.010772,0.006224,0.007173,0.008852,0.010182,0.008717,
,0.008557,0.008237,0.006748,0.006318,0.004818,0.009294,0.009952,0.007588,


    Mean ISI within Burst - Std (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.004530,0.005293,0.003165,0.002913,0.003416,0.005033,0.002104,0.003047,
B SEM,0.000633,0.001656,0.000517,0.000599,0.000788,0.001080,0.000346,0.000638,
B Replicates,0.003165,0.000942,0.001209,NaN,0.000448,0.001789,0.001396,0.001574,
,0.003363,0.002171,0.001675,0.001618,0.002608,0.003282,NaN,0.003077,
,0.005064,0.001224,0.004354,0.003456,0.003222,0.014325,0.003246,0.002076,
,0.005265,0.008433,0.004240,0.007546,0.010316,0.005664,0.001414,0.007598,
,0.006566,0.011275,0.004792,0.001834,0.001743,0.007591,0.001242,0.002097,
,0.004770,0.003129,0.005998,0.002401,0.002759,0.001776,0.001416,0.007637,
,0.001370,0.004959,0.001498,0.005761,0.006107,0.002268,0.002208,0.002097,
,0.003937,0.002451,0.003579,0.002079,0.002221,0.009339,0.001218,0.002760,
,0.004701,0.020703,0.001703,0.001194,0.003680,0.003552,0.002322,0.002108,
,0.010006,0.002737,0.001663,0.001579,0.005260,0.004531,0.001244,0.000831,
,0.003053,0.002000,0.005665,0.001935,0.001878,0.002610,0.004922,0.002620,
,0.003095,0.003497,0.001608,0.002636,0.000747,0.003668,0.002520,0.002094,


    Median ISI within Burst - Avg (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.005625,0.005340,0.005116,0.004875,0.005152,0.005685,0.004845,0.005154,
B SEM,0.000699,0.000828,0.000485,0.000217,0.000526,0.000697,0.000478,0.000472,
B Replicates,0.006576,0.003460,0.004714,0.004420,0.003712,0.003972,0.006006,0.004169,
,0.004106,0.003812,0.003807,0.004566,0.004589,0.004644,NaN,0.005958,
,0.005132,0.003515,0.007673,0.005565,0.005396,0.011621,0.003601,0.004542,
,0.006192,0.007993,0.007424,0.007006,0.009597,0.003898,0.003431,0.009488,
,0.004760,0.007969,0.007625,0.004533,0.004590,0.008226,0.003768,0.004278,
,0.004885,0.004124,0.003671,0.004479,0.004700,0.003962,0.003870,0.006559,
,0.005425,0.003319,0.003894,0.005041,0.007832,0.004457,0.004273,0.005287,
,0.004161,0.003469,0.004459,0.004761,0.003923,0.008050,0.004014,0.005083,
,0.003738,0.012714,0.003910,0.004578,0.005221,0.004068,0.004085,0.003948,
,0.012820,0.004040,0.003828,0.004621,0.005017,0.004938,0.004827,0.003336,
,0.004226,0.003887,0.006584,0.004700,0.004038,0.004346,0.007450,0.004100,
,0.005480,0.005780,0.003803,0.004230,0.003203,0.006036,0.007971,0.005103,


    Median ISI within Burst - Std (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.002601,0.004364,0.001955,0.001577,0.002337,0.002657,0.001217,0.002541,
B SEM,0.000800,0.002151,0.000557,0.000405,0.000897,0.000913,0.000309,0.001007,
B Replicates,0.002634,0.000500,0.000883,NaN,0.000306,0.000397,0.000653,0.000666,
,0.000833,0.000427,0.000631,0.001212,0.000497,0.001539,NaN,0.001743,
,0.001693,0.000485,0.003530,0.002468,0.002575,0.011734,0.000875,0.000673,
,0.003425,0.007318,0.005292,0.005140,0.011402,0.000989,0.000547,0.011917,
,0.001575,0.012183,0.003407,0.000606,0.000960,0.003550,0.000553,0.001085,
,0.002557,0.000832,0.000717,0.000669,0.001140,0.000750,0.000589,0.007325,
,0.001861,0.000286,0.000543,0.002136,0.004377,0.000735,0.001078,0.001747,
,0.001276,0.000435,0.001097,0.000700,0.000710,0.005032,0.000646,0.001475,
,0.000846,0.024968,0.000973,0.000716,0.002291,0.001775,0.001150,0.000639,
,0.011073,0.001053,0.000468,0.000788,0.002617,0.001399,0.001003,0.000305,
,0.001428,0.000557,0.005496,0.001128,0.000905,0.001129,0.003845,0.000958,
,0.002013,0.003325,0.000417,0.001782,0.000266,0.002855,0.002446,0.001963,


    Median/Mean ISI within Burst - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.564553,0.581708,0.538594,0.646133,0.557460,0.559082,0.657272,0.566869,
B SEM,0.020154,0.028947,0.018543,0.019772,0.025774,0.023944,0.032280,0.021908,
B Replicates,0.644901,0.731237,0.650055,0.564318,0.673910,0.535161,0.825770,0.682293,
,0.590761,0.592338,0.474869,0.736782,0.470396,0.515790,NaN,0.452473,
,0.542041,0.677899,0.478405,0.678133,0.412531,0.620407,0.475860,0.508427,
,0.619036,0.521592,0.461422,0.576395,0.567169,0.570173,0.610672,0.521705,
,0.407540,0.615640,0.551022,0.591172,0.502866,0.455573,0.668634,0.564338,
,0.489403,0.606739,0.505400,0.632486,0.657046,0.674891,0.550928,0.625698,
,0.563054,0.357101,0.642350,0.620516,0.461816,0.440277,0.674785,0.541738,
,0.608762,0.549516,0.507850,0.547530,0.597090,0.498588,0.573708,0.614696,
,0.583568,0.581882,0.570911,0.675929,0.547739,0.670642,0.596823,0.489642,
,0.570677,0.582763,0.514800,0.680854,0.517125,0.554705,0.749462,0.629156,
,0.506691,0.477003,0.506495,0.761933,0.585343,0.504255,0.716713,0.500939,
,0.648199,0.686786,0.599545,0.687553,0.696494,0.668522,0.786633,0.671328,


    Median/Mean ISI within Burst - Std
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.101546,0.108119,0.086396,0.095367,0.085728,0.112197,0.079652,0.093586,
B SEM,0.012901,0.012601,0.011344,0.009411,0.009789,0.021607,0.006804,0.015256,
B Replicates,0.080926,0.061662,0.066176,NaN,0.068323,0.073959,0.068205,0.104920,
,0.118899,0.096838,0.063816,0.096027,0.099139,0.035755,NaN,0.078266,
,0.148018,0.071037,0.071519,0.086251,0.066644,0.256362,0.086915,0.077438,
,0.055455,0.089966,0.172054,0.050541,0.174285,0.224594,0.092867,0.248324,
,0.150153,0.157481,0.090453,0.087291,0.050196,0.076119,0.102980,0.076454,
,0.081174,0.097764,0.162709,0.091795,0.093451,0.045846,0.097207,0.079828,
,0.074177,0.128072,0.075219,0.096214,0.105427,0.057324,0.056844,0.056693,
,0.109755,0.082050,0.079806,0.090172,0.067286,0.182647,0.064914,0.099232,
,0.104330,0.219162,0.048723,0.095059,0.075844,0.050764,0.077307,0.059048,
,0.191757,0.076864,0.069551,0.076101,0.083539,0.104704,0.057631,0.042072,
,0.039719,0.103838,0.059750,0.099637,0.045410,0.078521,0.049723,0.087333,
,0.064192,0.112700,0.076975,0.179952,0.099195,0.159764,0.121579,0.113423,


    Inter-Burst Interval - Avg (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,5.128964,4.783596,6.264110,6.262725,6.289982,4.716455,6.769592,7.516763,
B SEM,1.074020,0.763814,1.298766,0.767021,0.925013,1.226543,1.024075,1.872283,
B Replicates,9.693280,5.625255,5.460167,7.563520,3.023335,6.339756,11.770138,2.882212,
,0.468757,9.999440,15.331803,6.897340,1.746645,1.677004,NaN,21.824600,
,5.496496,1.421667,5.674829,10.127025,8.523451,0.517060,3.838139,15.851700,
,7.532457,3.977886,13.830833,4.669593,9.315186,0.592640,3.733636,1.336038,
,0.702491,2.371175,4.980239,6.787476,11.743057,16.377144,3.002993,4.522420,
,3.550741,5.401430,0.565477,6.475110,4.584406,5.782887,9.014387,8.819873,
,3.913320,3.972938,0.450766,1.637517,9.480251,4.616645,3.608877,7.214602,
,2.881779,2.065895,4.073073,5.994312,4.626514,1.962603,11.222666,0.567110,
,4.211335,4.162888,5.802762,6.058600,4.840429,3.053099,7.196953,5.534915,
,3.604026,2.766740,4.186131,8.687132,3.992356,3.801400,4.141394,1.691056,
,5.913668,7.922189,6.328445,8.856540,4.156541,6.560521,6.161911,6.830742,
,13.579223,7.715646,8.484800,1.398533,9.447610,5.316701,10.774413,13.125882,


    Inter-Burst Interval - Std (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,1.389905,0.872374,0.781677,0.979844,1.323393,0.809886,1.617980,0.709164,
B SEM,0.494121,0.223322,0.228455,0.433133,0.601166,0.175275,0.784652,0.230158,
B Replicates,1.346295,0.000552,0.441678,0.000000,0.259127,0.684307,7.931700,0.158017,
,0.194083,0.001679,1.827720,2.520548,0.329601,0.295617,NaN,0.001151,
,2.065984,0.221769,1.245441,2.909235,1.024764,0.243330,0.000279,0.000711,
,2.206430,1.566132,2.602369,0.323489,7.510342,0.204143,0.000309,0.529363,
,0.258617,0.847423,0.529333,0.000349,0.000832,1.994953,0.008544,0.536458,
,0.573795,1.192757,0.155306,0.000301,2.079249,0.398990,0.010791,0.706193,
,0.371680,1.015840,0.055052,0.274075,1.440677,0.262640,0.000682,1.633412,
,0.835466,0.389650,0.339588,0.238759,0.378558,1.163268,1.719299,0.128168,
,0.755502,2.714489,1.203872,4.505555,0.746691,1.444807,0.000248,0.991627,
,1.793122,0.400825,0.416517,0.000286,1.994346,1.510753,0.317839,0.146463,
,0.000511,0.815402,0.563042,0.964799,0.114439,0.449910,4.089731,0.978648,
,6.277379,1.301968,0.000212,0.020738,0.002091,1.065909,3.718362,2.699753,


    Burst Frequency - Avg (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.164410,0.182738,0.138715,0.121528,0.139757,0.134945,0.149583,0.126315,
B SEM,0.025172,0.019756,0.017077,0.016179,0.018424,0.026709,0.022290,0.025809,
B Replicates,0.116667,0.183333,0.187500,0.033333,0.179167,0.118750,0.126667,0.354167,
,0.087500,0.100000,0.052083,0.154167,0.035417,0.064286,NaN,0.050000,
,0.158333,0.226190,0.179167,0.108333,0.122917,0.023810,0.166667,0.050000,
,0.129167,0.156250,0.077083,0.220833,0.154167,0.033333,0.233333,0.042857,
,0.114583,0.325000,0.208333,0.133333,0.083333,0.070833,0.066667,0.166667,
,0.091667,0.104167,0.089583,0.150000,0.133333,0.114583,0.066667,0.085417,
,0.156250,0.177083,0.070833,0.112500,0.112500,0.197917,0.200000,0.108333,
,0.343750,0.204167,0.193750,0.152083,0.112500,0.114583,0.077083,0.085417,
,0.197917,0.281250,0.127083,0.175000,0.172917,0.337500,0.116667,0.189583,
,0.327083,0.172917,0.216667,0.100000,0.268750,0.258333,0.252083,0.189583,
,0.166667,0.125000,0.162500,0.095833,0.218750,0.120833,0.250000,0.131250,
,0.083333,0.137500,0.100000,0.022917,0.083333,0.164583,0.089583,0.062500,


    Burst Frequency - Std (Hz)
