Input File,Display Name,File Name
Baseline,B,DIV 19 LSL-Cas9-PVcre with fith batch of gRNAs plate1  15 uM CNO(000)(000)_NeuralEventDetector_neuralMetrics_FIRST 60 SEC.csv

Plot Selection,One File Per Plot
Plot Display,Raw Values
Error Bars,Standard Error
Well Exclusion Criterion,    Mean Firing Rate (Hz),0


    Number of Spikes
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,2.000000,7.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,1.000000,
,8.000000,8.000000,8.000000,7.000000,7.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,0.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,7.000000,8.000000,7.000000,8.000000,7.000000,8.000000,8.000000,8.000000,


    Weighted Mean Firing Rate (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,3.465774,5.676910,4.629588,3.542237,4.164782,4.263194,4.058854,3.661111,
B SEM,0.888374,1.027990,0.791237,0.510883,0.767600,0.818237,0.389058,0.743245,
B Replicates,6.214583,2.356250,9.633333,2.940476,6.018750,8.997917,3.452083,2.106250,
,5.127083,4.295833,9.020833,6.608333,7.895833,9.508333,5.452083,4.091667,
,3.860417,7.843750,6.091667,4.904167,2.727083,1.456250,3.872917,4.022917,
,1.722917,0.843750,6.487500,5.608333,6.593750,2.116667,5.070833,9.562500,
,0.481250,8.181250,3.435417,0.900000,0.452381,3.943750,6.925000,2.070833,
,2.035417,3.310417,3.002083,3.770833,1.647917,2.895833,3.145833,0.666667,
,4.683333,3.816667,2.602083,2.897619,8.371429,3.143750,3.445833,7.397917,
,10.195833,10.566667,4.552083,2.393750,3.279167,2.047917,3.525000,2.718750,
,1.645833,6.960417,1.916667,2.262500,4.347917,5.475000,4.270833,4.439583,
,1.735417,10.814583,3.397917,5.281250,3.662500,5.418750,3.662500,2.279167,
,NaN,8.358333,4.741667,3.660417,4.485417,5.547917,4.391667,3.456250,
,0.421429,0.775000,0.673810,1.279167,0.495238,0.606250,1.491667,1.120833,


    Number of Bursts
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,60.833333,100.916667,87.000000,76.583333,94.833333,89.166667,77.666667,61.583333,
B SEM,19.869969,23.643328,22.556999,15.139482,19.991223,19.543593,10.022198,14.266117,
B Replicates,107.000000,63.000000,200.000000,69.000000,119.000000,197.000000,40.000000,41.000000,
,73.000000,64.000000,264.000000,168.000000,200.000000,221.000000,110.000000,88.000000,
,64.000000,120.000000,147.000000,135.000000,42.000000,42.000000,93.000000,64.000000,
,32.000000,15.000000,95.000000,144.000000,206.000000,31.000000,112.000000,131.000000,
,8.000000,116.000000,59.000000,0.000000,7.000000,80.000000,130.000000,26.000000,
,44.000000,49.000000,41.000000,64.000000,51.000000,31.000000,49.000000,0.000000,
,90.000000,55.000000,43.000000,56.000000,171.000000,57.000000,40.000000,176.000000,
,251.000000,305.000000,39.000000,46.000000,90.000000,56.000000,75.000000,40.000000,
,24.000000,115.000000,26.000000,42.000000,83.000000,147.000000,87.000000,64.000000,
,30.000000,188.000000,41.000000,115.000000,49.000000,96.000000,100.000000,40.000000,
,0.000000,113.000000,82.000000,64.000000,114.000000,104.000000,80.000000,48.000000,
,7.000000,8.000000,7.000000,16.000000,6.000000,8.000000,16.000000,21.000000,


    Number of Bursting Electrodes
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,7.250000,8.000000,7.916667,7.083333,7.666667,8.000000,8.000000,7.250000,
B SEM,0.664295,0.000000,0.083333,0.656648,0.188025,0.000000,0.000000,0.664295,
B Replicates,8.000000,8.000000,8.000000,7.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,0.000000,7.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,0.000000,
,8.000000,8.000000,8.000000,7.000000,7.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,7.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,0.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,7.000000,8.000000,7.000000,8.000000,6.000000,8.000000,8.000000,7.000000,


    Burst Duration - Avg (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.220019,0.216675,0.246196,0.134814,0.198563,0.215955,0.169052,0.204077,
B SEM,0.013822,0.014860,0.027065,0.014360,0.015780,0.032968,0.018560,0.016779,
B Replicates,0.149343,0.130902,0.117132,0.100484,0.154497,0.092635,0.220522,0.128895,
,0.239838,0.240413,0.112261,0.090222,0.145779,0.292931,0.183959,0.138243,
,0.185347,0.193969,0.197466,0.096115,0.235084,0.156221,0.116627,0.180505,
,0.255562,0.238035,0.232368,0.077462,0.150307,0.225289,0.086207,0.214143,
,0.254930,0.214913,0.261096,NaN,0.217703,0.213746,0.119348,0.246883,
,0.182123,0.261674,0.275251,0.142364,0.150262,0.529807,0.210386,NaN,
,0.178976,0.261869,0.258556,0.124494,0.240685,0.175320,0.256704,0.136990,
,0.177375,0.153792,0.474320,0.172578,0.132477,0.130110,0.158943,0.240048,
,0.274280,0.245436,0.250210,0.151242,0.195153,0.167001,0.135074,0.314252,
,0.242968,0.186481,0.272043,0.123902,0.256538,0.186013,0.118961,0.204354,
,NaN,0.166585,0.199274,0.158976,0.195024,0.148686,0.127725,0.224505,
,0.279463,0.306030,0.304377,0.245115,0.309253,0.273700,0.294165,0.216030,


    Burst Duration - Std (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.111779,0.070644,0.124271,0.038690,0.079313,0.082098,0.068492,0.077989,
B SEM,0.020158,0.011162,0.028591,0.005517,0.011815,0.021559,0.010676,0.012978,
B Replicates,0.064255,0.038750,0.038813,0.030230,0.082795,0.019422,0.109342,0.052314,
,0.093416,0.072221,0.069534,0.030837,0.088846,0.093996,0.075248,0.051220,
,0.052303,0.048903,0.052007,0.018222,0.076912,0.054003,0.055338,0.041940,
,0.138177,0.087647,0.080465,0.013316,0.042906,0.116048,0.014924,0.082515,
,0.136338,0.057170,0.150135,NaN,0.169019,0.098737,0.022653,0.066033,
,0.097527,0.075630,0.139788,0.042121,0.127754,0.296176,0.118648,NaN,
,0.073144,0.159641,0.168560,0.045783,0.084801,0.093737,0.106400,0.013551,
,0.115465,0.036478,0.407303,0.077962,0.021959,0.059469,0.069039,0.174096,
,0.103642,0.059339,0.129731,0.044042,0.083830,0.057031,0.047802,0.115988,
,0.293432,0.040046,0.128281,0.028785,0.076641,0.049187,0.054526,0.072989,
,NaN,0.042150,0.061108,0.035363,0.073714,0.028731,0.031858,0.106684,
,0.061869,0.129747,0.065527,0.058932,0.022577,0.018634,0.116127,0.080545,


    Number of Spikes per Burst - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,26.586523,29.456631,30.424469,23.066236,23.120152,25.396488,27.475919,28.927530,
B SEM,1.207943,2.325372,2.585381,1.889427,2.104385,2.583153,2.724585,1.765841,
B Replicates,27.060216,17.262277,23.100000,16.239683,22.937723,21.232756,40.975000,23.308333,
,29.797222,31.843750,17.634484,17.889109,19.602835,18.548794,23.171993,22.113636,
,28.906250,31.300000,17.802731,16.521336,30.541667,16.621429,18.771905,30.125000,
,24.906250,25.000000,31.238474,18.680556,12.977577,30.600000,21.714286,34.475746,
,27.875000,32.819048,26.605903,NaN,26.571429,23.012500,24.512173,37.758333,
,19.743750,31.734524,34.791667,28.093750,14.235119,47.860417,30.672619,NaN,
,24.178977,30.068452,27.484375,20.392857,19.451770,25.973214,39.975000,20.136364,
,21.335282,15.303720,47.094792,23.604167,17.506119,17.482143,21.292992,32.100000,
,32.416667,28.908333,33.031250,25.714286,24.336364,17.626462,22.570707,32.805060,
,31.375000,27.732320,38.820833,22.061607,35.752976,26.059753,16.116850,26.300000,
,NaN,35.257143,27.203409,27.406250,20.028248,25.490385,25.187500,34.270833,
,24.857143,46.250000,40.285714,37.125000,33.500000,34.250000,44.750000,24.809524,


    Number of Spikes per Burst - Std
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,15.721904,11.513202,17.035853,7.961579,11.828895,12.724175,8.553868,11.557986,
B SEM,1.717295,1.152738,3.293620,1.409055,1.128568,2.213449,1.537581,1.745361,
B Replicates,10.401573,6.409744,8.207899,4.023193,12.312319,7.296719,11.026948,7.086193,
,13.087854,11.531353,11.768668,3.272454,9.991995,2.492568,3.669981,9.096459,
,10.986751,11.120295,8.770252,3.502306,14.843039,9.299397,4.236411,6.636614,
,13.280583,12.991756,10.032025,4.569351,4.742520,20.653208,1.954661,10.464010,
,25.947406,9.240173,13.793297,NaN,18.237847,16.098397,4.968902,8.782590,
,12.939073,13.545931,18.651607,12.704356,9.037503,31.283882,15.157609,NaN,
,16.382641,16.048550,18.618918,9.021510,12.741535,16.354043,16.270723,3.414930,
,21.767627,4.197793,51.008606,17.147571,6.917776,7.146504,7.454240,23.022473,
,15.511133,17.573673,17.481165,10.523217,11.908602,6.875624,5.901405,11.800659,
,23.758833,9.826703,19.199049,4.541796,16.418063,12.058789,6.150777,11.325319,
,NaN,9.630103,11.388385,5.934821,10.197594,11.062715,7.846826,18.551288,
,8.877473,16.042355,15.510365,12.336792,14.597945,12.068258,18.007935,16.957307,


    Mean ISI within Burst - Avg (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.009514,0.009098,0.009703,0.006970,0.009718,0.009798,0.006950,0.008043,
B SEM,0.000729,0.000739,0.000894,0.000441,0.000528,0.000756,0.000476,0.000485,
B Replicates,0.006413,0.010760,0.005916,0.007773,0.007518,0.005124,0.005586,0.007024,
,0.009239,0.008472,0.005732,0.006052,0.007439,0.013335,0.010093,0.007011,
,0.007114,0.006784,0.011991,0.007159,0.009205,0.011516,0.007017,0.006447,
,0.011843,0.012544,0.007928,0.004569,0.012564,0.010120,0.004158,0.006714,
,0.012588,0.007369,0.010823,NaN,0.009154,0.011345,0.005566,0.008081,
,0.012227,0.013641,0.008876,0.005970,0.010101,0.014345,0.007582,NaN,
,0.009014,0.010307,0.013245,0.006999,0.012799,0.007921,0.006499,0.007203,
,0.007183,0.009516,0.016483,0.010494,0.008604,0.008012,0.008304,0.007656,
,0.009441,0.010470,0.010310,0.006840,0.008915,0.010293,0.007463,0.010887,
,0.007065,0.007179,0.007650,0.007301,0.008443,0.009241,0.008810,0.008585,
,NaN,0.004954,0.008611,0.006248,0.009957,0.007084,0.005444,0.007646,
,0.012528,0.007179,0.008872,0.007261,0.011917,0.009242,0.006876,0.011222,


    Mean ISI within Burst - Std (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.002949,0.004008,0.003543,0.001986,0.003603,0.003605,0.001595,0.002766,
B SEM,0.000406,0.000630,0.000735,0.000348,0.000571,0.000676,0.000225,0.000417,
B Replicates,0.001516,0.006964,0.000845,0.001721,0.001329,0.000973,0.001896,0.002698,
,0.003179,0.003035,0.001103,0.001730,0.001612,0.009880,0.003007,0.002236,
,0.001692,0.001654,0.004120,0.001553,0.003710,0.003467,0.001610,0.001707,
,0.004000,0.007725,0.002000,0.000794,0.006159,0.005270,0.000513,0.001626,
,0.005774,0.002687,0.002721,NaN,0.004180,0.003605,0.001288,0.004488,
,0.004424,0.005871,0.002560,0.001899,0.003548,0.004379,0.002851,NaN,
,0.002446,0.003422,0.007195,0.001974,0.006287,0.002969,0.001246,0.001939,
,0.001963,0.006176,0.009480,0.005301,0.002422,0.001870,0.001304,0.001041,
,0.002069,0.004319,0.004696,0.001912,0.001564,0.000977,0.002332,0.004184,
,0.001954,0.002594,0.001851,0.001394,0.002996,0.003461,0.001133,0.001691,
,NaN,0.000948,0.002570,0.001518,0.002328,0.003156,0.000850,0.003611,
,0.003417,0.002707,0.003371,0.002046,0.007096,0.003258,0.001108,0.005204,


    Median ISI within Burst - Avg (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.004588,0.005233,0.005182,0.004313,0.004764,0.005265,0.004664,0.004325,
B SEM,0.000222,0.000576,0.000593,0.000181,0.000184,0.000396,0.000382,0.000272,
B Replicates,0.004065,0.007695,0.003919,0.005063,0.004249,0.003698,0.003465,0.005111,
,0.004088,0.004392,0.003342,0.004505,0.004729,0.006449,0.007322,0.003382,
,0.004139,0.003867,0.004487,0.005075,0.004985,0.006087,0.004373,0.003859,
,0.005286,0.007755,0.003848,0.003531,0.006594,0.005918,0.003197,0.003681,
,0.006060,0.003843,0.004901,NaN,0.003989,0.004845,0.003890,0.004334,
,0.005508,0.009492,0.004935,0.003741,0.004772,0.008377,0.004949,NaN,
,0.004386,0.005298,0.007970,0.003990,0.004785,0.003925,0.003810,0.003688,
,0.003743,0.004007,0.010336,0.004583,0.004470,0.004337,0.005222,0.003674,
,0.004458,0.005370,0.006087,0.003827,0.004545,0.005588,0.005347,0.005453,
,0.003979,0.003724,0.003608,0.005148,0.004581,0.005805,0.006818,0.004563,
,NaN,0.003441,0.004627,0.003714,0.004613,0.004153,0.003493,0.003659,
,0.004760,0.003910,0.004120,0.004270,0.004853,0.003995,0.004087,0.006171,


    Median ISI within Burst - Std (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.001126,0.002434,0.002495,0.000949,0.001541,0.002201,0.001132,0.001162,
B SEM,0.000184,0.000764,0.000932,0.000160,0.000266,0.000678,0.000266,0.000328,
B Replicates,0.001142,0.005534,0.000646,0.001285,0.000578,0.000479,0.000403,0.001912,
,0.000955,0.001169,0.000260,0.000944,0.001057,0.008516,0.002553,0.000269,
,0.000558,0.000567,0.000819,0.001635,0.002615,0.002426,0.000733,0.000347,
,0.001586,0.008775,0.000759,0.000348,0.003702,0.002716,0.000150,0.000694,
,0.001867,0.000658,0.001083,NaN,0.001162,0.001195,0.000708,0.002082,
,0.002400,0.005049,0.001949,0.000946,0.001686,0.004665,0.003031,NaN,
,0.001059,0.001702,0.007545,0.000467,0.001534,0.000729,0.000632,0.000346,
,0.000482,0.002137,0.010265,0.001936,0.000736,0.000704,0.001153,0.000389,
,0.001147,0.002179,0.004261,0.000613,0.001032,0.000637,0.001924,0.002113,
,0.000600,0.000671,0.000352,0.001279,0.001191,0.002526,0.001333,0.000696,
,NaN,0.000346,0.000976,0.000403,0.000832,0.001109,0.000269,0.000377,
,0.000586,0.000424,0.001028,0.000579,0.002370,0.000706,0.000698,0.003556,


    Median/Mean ISI within Burst - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.543025,0.599013,0.551675,0.671248,0.557408,0.574740,0.690476,0.576702,
B SEM,0.027843,0.017314,0.021893,0.026335,0.019301,0.022810,0.018924,0.018126,
B Replicates,0.676013,0.706847,0.694206,0.710842,0.592355,0.758670,0.665914,0.728069,
,0.470081,0.557315,0.691807,0.799237,0.701521,0.557959,0.703092,0.552061,
,0.616363,0.621247,0.468399,0.703891,0.551796,0.578120,0.654432,0.635028,
,0.457412,0.556772,0.531023,0.794998,0.581990,0.597832,0.793003,0.575680,
,0.525380,0.584108,0.476694,NaN,0.493666,0.452379,0.774182,0.579856,
,0.509241,0.615856,0.556283,0.665452,0.584169,0.523951,0.624337,NaN,
,0.519524,0.554600,0.543581,0.616859,0.506155,0.576916,0.631214,0.569715,
,0.681939,0.550598,0.499407,0.504194,0.588195,0.572658,0.663581,0.518627,
,0.498032,0.553773,0.582632,0.609014,0.544868,0.562204,0.717130,0.508818,
,0.619200,0.577272,0.508599,0.727002,0.580028,0.613459,0.788442,0.554806,
,NaN,0.726781,0.578762,0.624366,0.537645,0.634164,0.671679,0.551139,
,0.400086,0.582982,0.488710,0.627878,0.426510,0.468572,0.598704,0.569919,


    Median/Mean ISI within Burst - Std
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.092099,0.102939,0.095402,0.088770,0.096957,0.091141,0.074664,0.096452,
B SEM,0.007156,0.010559,0.011516,0.010251,0.015712,0.009366,0.007032,0.010872,
B Replicates,0.097681,0.076408,0.039872,0.058351,0.040387,0.069209,0.134415,0.083160,
,0.085907,0.085406,0.064404,0.047102,0.086302,0.091319,0.063873,0.164547,
,0.059334,0.113679,0.080693,0.088297,0.122682,0.086197,0.091453,0.123465,
,0.059552,0.195803,0.055766,0.052616,0.067979,0.075681,0.074034,0.067072,
,0.129283,0.081405,0.100521,NaN,0.201649,0.042289,0.059821,0.112594,
,0.093611,0.103291,0.064983,0.101219,0.190552,0.124340,0.102146,NaN,
,0.089437,0.127246,0.158841,0.112171,0.138071,0.153812,0.056667,0.079841,
,0.067962,0.090680,0.170700,0.135040,0.082346,0.085415,0.044460,0.046062,
,0.128000,0.101005,0.112476,0.093427,0.061763,0.063663,0.061407,0.068170,
,0.102379,0.058567,0.105156,0.062411,0.067491,0.065185,0.074431,0.078274,
,NaN,0.071050,0.077812,0.075080,0.048769,0.102774,0.071160,0.145186,
,0.099940,0.130727,0.113595,0.150753,0.055491,0.133813,0.062106,0.092599,


    Inter-Burst Interval - Avg (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,7.748426,5.582550,6.412434,5.668648,5.337846,6.251959,8.451856,9.899978,
B SEM,1.883340,0.891101,0.943791,0.916281,0.863121,1.456634,1.805914,2.022152,
B Replicates,4.196073,9.883611,2.356282,7.079124,4.008449,2.477319,13.679198,9.222592,
,6.829275,7.893511,1.537209,2.845208,1.870924,2.506520,3.360510,5.415609,
,6.141719,3.885580,3.319553,3.741100,9.076762,1.420564,5.005247,6.430139,
,12.859093,7.804606,4.550658,3.429902,3.187839,8.908847,3.745960,3.386776,
,NaN,4.047836,6.368536,NaN,NaN,6.001654,3.472842,17.014583,
,11.605819,9.972319,10.768892,6.374369,8.726064,18.325024,10.984667,NaN,
,5.150439,6.317698,9.436701,7.341837,2.746063,8.885649,14.344248,2.696333,
,1.952738,1.543221,9.587300,11.056697,5.725385,8.427587,5.739644,10.803385,
,18.951735,4.359510,7.856013,9.021760,5.136775,3.276196,5.883134,6.134123,
,2.048943,2.225899,8.512450,3.868686,9.076594,4.783158,4.901732,13.286150,
,NaN,3.474256,6.243181,6.949039,3.823605,3.759027,6.182006,8.960364,
,NaN,NaN,NaN,0.647410,NaN,NaN,24.123090,25.549709,


    Inter-Burst Interval - Std (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.587131,0.979253,1.034790,0.760548,1.118632,0.961838,0.456387,0.562950,
B SEM,0.296877,0.439508,0.368089,0.371290,0.370405,0.522261,0.143724,0.336798,
B Replicates,0.572557,4.207643,0.000219,3.688510,0.451049,0.281567,0.004101,2.376195,
,0.272098,0.000134,0.308591,0.684288,0.374343,1.503267,0.406081,0.000260,
,0.000082,0.002366,0.912998,1.263779,0.884816,0.165808,1.200166,0.000414,
,0.000531,0.004794,0.585917,0.000113,2.648799,1.616539,0.000600,0.153465,
,NaN,0.215271,0.638319,NaN,NaN,0.000361,0.194491,3.172349,
,2.827913,2.035490,0.762445,0.000410,3.796245,5.886842,0.661039,NaN,
,0.222078,3.037027,1.511000,0.000634,1.058700,0.456975,0.002862,0.000152,
,0.557833,0.764477,4.478234,2.405153,0.344664,0.000698,0.768364,0.004672,
,0.001119,0.224722,1.270703,0.001800,0.237025,0.096184,1.299651,0.479512,
,0.829967,0.191303,0.617335,0.261096,0.546240,0.571814,0.930862,0.000442,
,NaN,0.088558,0.296933,0.000914,0.844436,0.000167,0.001598,0.000504,
,NaN,NaN,NaN,0.059333,NaN,NaN,0.006831,0.004488,


    Burst Frequency - Avg (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.138447,0.210243,0.181424,0.178571,0.202331,0.185764,0.161805,0.140530,
B SEM,0.043502,0.049257,0.046938,0.029978,0.043095,0.040716,0.020880,0.029768,
B Replicates,0.222917,0.131250,0.416667,0.164286,0.247917,0.410417,0.083333,0.085417,
,0.152083,0.133333,0.550000,0.350000,0.416667,0.460417,0.229167,0.183333,
,0.133333,0.250000,0.306250,0.281250,0.087500,0.087500,0.193750,0.133333,
,0.066667,0.031250,0.197917,0.300000,0.429167,0.064583,0.233333,0.272917,
,0.016667,0.241667,0.122917,NaN,0.016667,0.166667,0.270833,0.054167,
,0.091667,0.102083,0.085417,0.133333,0.106250,0.064583,0.102083,NaN,
,0.187500,0.114583,0.089583,0.133333,0.407143,0.118750,0.083333,0.366667,
,0.522917,0.635417,0.081250,0.095833,0.187500,0.116667,0.156250,0.083333,
,0.050000,0.239583,0.054167,0.100000,0.172917,0.306250,0.181250,0.133333,
,0.062500,0.391667,0.085417,0.239583,0.102083,0.200000,0.208333,0.083333,
,NaN,0.235417,0.170833,0.133333,0.237500,0.216667,0.166667,0.100000,
,0.016667,0.016667,0.016667,0.033333,0.016667,0.016667,0.033333,0.050000,


    Burst Frequency - Std (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
