Input File,Display Name,File Name
Baseline,B,DIV 19 LSL-Cas9-PVcre with fith batch of gRNAs plate1 5 uM CNO(000)(000)_NeuralEventDetector_neuralMetrics_FIRST 60 SEC.csv

Plot Selection,One File Per Plot
Plot Display,Raw Values
Error Bars,Standard Error
Well Exclusion Criterion,    Mean Firing Rate (Hz),0


    Number of Spikes
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B SEM,11.924955,20.938221,24.692183,13.701982,18.553550,18.196511,7.499621,15.373630,
B Replicates,104.000000,56.000000,158.000000,98.000000,86.000000,187.000000,24.000000,32.000000,
,120.000000,16.000000,303.000000,156.000000,146.000000,169.000000,72.000000,80.000000,
,56.000000,99.000000,109.000000,129.000000,88.000000,0.000000,64.000000,72.000000,
,8.000000,19.000000,36.000000,114.000000,213.000000,8.000000,104.000000,76.000000,
,0.000000,64.000000,74.000000,88.000000,0.000000,65.000000,80.000000,16.000000,
,8.000000,41.000000,18.000000,96.000000,28.000000,16.000000,77.000000,0.000000,
,33.000000,29.000000,26.000000,50.000000,113.000000,16.000000,83.000000,199.000000,
,0.000000,239.000000,71.000000,7.000000,81.000000,40.000000,45.000000,24.000000,
,8.000000,116.000000,16.000000,21.000000,99.000000,114.000000,77.000000,43.000000,
,75.000000,161.000000,16.000000,92.000000,0.000000,80.000000,65.000000,24.000000,
,30.000000,0.000000,48.000000,48.000000,77.000000,74.000000,40.000000,48.000000,
,20.000000,0.000000,0.000000,16.000000,0.000000,16.000000,16.000000,10.000000,


    Number of Bursting Electrodes
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,6.583333,6.666667,7.333333,7.166667,5.916667,7.333333,8.000000,7.250000,
B SEM,0.891529,0.898933,0.666667,0.575159,1.033223,0.666667,0.000000,0.664295,
B Replicates,8.000000,8.000000,8.000000,7.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,0.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,0.000000,8.000000,8.000000,8.000000,0.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,0.000000,
,8.000000,8.000000,8.000000,7.000000,7.000000,8.000000,8.000000,8.000000,
,0.000000,8.000000,8.000000,1.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,7.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,0.000000,8.000000,8.000000,8.000000,
,8.000000,0.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,7.000000,0.000000,0.000000,8.000000,0.000000,8.000000,8.000000,7.000000,


    Burst Duration - Avg (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.211132,0.211871,0.250735,0.187463,0.174347,0.207707,0.170253,0.212602,
B SEM,0.013034,0.015816,0.020908,0.027044,0.009864,0.016277,0.019453,0.018696,
B Replicates,0.177508,0.129423,0.189842,0.077720,0.160600,0.128542,0.225587,0.131932,
,0.179929,0.221180,0.144055,0.127345,0.159536,0.258861,0.279393,0.183388,
,0.195436,0.209812,0.194035,0.096694,0.235338,NaN,0.137834,0.189693,
,0.244440,0.218506,0.220548,0.115569,0.168455,0.202110,0.101098,0.298182,
,NaN,0.226451,0.229454,0.213348,NaN,0.216572,0.100851,0.288385,
,0.224460,0.286566,0.371370,0.162329,0.147269,0.285865,0.108622,NaN,
,0.224538,0.291240,0.219478,0.158007,0.200574,0.187045,0.159463,0.148268,
,NaN,0.174698,0.279948,0.386731,0.138489,0.162198,0.149790,0.220923,
,0.270700,0.188473,0.350635,0.172411,0.185885,0.178536,0.153166,0.169158,
,0.130403,0.172365,0.293765,0.182333,NaN,0.175336,0.167245,0.222490,
,0.248366,NaN,0.264960,0.212350,0.172974,0.186179,0.150752,0.311810,
,0.215543,NaN,NaN,0.344720,NaN,0.303530,0.309230,0.174394,


    Burst Duration - Std (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.118994,0.089288,0.129779,0.057428,0.070227,0.070497,0.068631,0.101368,
B SEM,0.020296,0.019880,0.029374,0.010707,0.010827,0.011458,0.012712,0.025253,
B Replicates,0.040383,0.039446,0.087333,0.019158,0.107271,0.037955,0.120984,0.035925,
,0.050351,0.059489,0.077239,0.037837,0.059871,0.042124,0.134982,0.056748,
,0.051492,0.056743,0.062378,0.011608,0.080908,NaN,0.050378,0.048391,
,0.233562,0.203268,0.056564,0.020725,0.039926,0.095662,0.012994,0.309155,
,NaN,0.077512,0.102081,0.081852,NaN,0.132696,0.020079,0.096129,
,0.128854,0.099114,0.292442,0.072100,0.135803,0.112992,0.027612,NaN,
,0.149240,0.204592,0.092168,0.091774,0.054054,0.077945,0.059035,0.008581,
,NaN,0.041863,0.111768,NaN,0.041314,0.064061,0.073442,0.137990,
,0.177682,0.061454,0.349240,0.041984,0.065113,0.110096,0.053477,0.098170,
,0.075791,0.049398,0.123876,0.079924,NaN,0.044258,0.131040,0.073416,
,0.165623,NaN,0.072483,0.050047,0.047783,0.043739,0.034576,0.179960,
,0.116963,NaN,NaN,0.124698,NaN,0.013934,0.104968,0.070587,


    Number of Spikes per Burst - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,27.098084,28.622772,31.010159,25.946328,20.703098,26.742843,28.267546,30.209983,
B SEM,1.654546,2.424270,2.636819,3.050776,1.889146,2.228271,2.376687,2.546120,
B Replicates,36.519231,16.434339,30.386513,14.545030,25.229545,25.750179,41.958333,29.062500,
,26.258333,34.875000,18.588867,23.717188,22.423947,17.004240,26.234100,27.075000,
,30.107143,29.706274,18.306160,19.511757,30.977273,NaN,24.656250,28.041667,
,23.625000,30.614583,32.812500,25.144048,13.341826,28.625000,25.000000,41.698232,
,NaN,35.218750,24.843056,38.068182,NaN,23.500000,26.700000,42.812500,
,22.000000,38.812500,39.270833,30.291667,13.868750,41.062500,23.968403,NaN,
,29.531250,34.031250,25.927083,21.242347,16.885577,29.812500,31.042045,20.491042,
,NaN,17.529830,30.976732,7.571429,19.079545,19.075000,20.596875,33.416667,
,30.625000,23.372594,41.125000,28.714286,23.840545,17.898415,25.573485,22.414583,
,21.987500,25.632601,45.312500,24.154167,NaN,27.475000,17.043561,26.541667,
,30.541667,NaN,33.562500,30.145833,20.680871,28.155934,30.750000,41.041667,
,19.785714,NaN,NaN,48.250000,NaN,35.812500,45.687500,19.714286,


    Number of Spikes per Burst - Std
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,14.568558,12.393436,16.308168,10.307618,9.764774,12.718472,8.464169,13.236556,
B SEM,1.893654,1.786500,1.857361,1.940588,0.982064,1.553764,1.240377,2.389947,
B Replicates,14.616990,6.116816,12.832167,3.119194,13.250771,9.036348,10.239106,5.756596,
,9.080552,11.556538,12.493684,6.544180,8.413598,4.034011,5.707236,11.378269,
,11.874403,10.602099,10.817188,3.556894,13.773745,NaN,8.088172,5.735172,
,15.619928,25.320130,9.849538,5.931379,4.230193,19.048341,3.158265,25.611881,
,NaN,11.370142,12.584367,19.997092,NaN,16.320862,5.722886,9.106267,
,14.040757,14.321057,24.491161,13.716879,7.780834,18.825206,6.153026,NaN,
,28.793116,16.646234,13.877685,9.420157,9.697270,18.612472,7.969284,3.607695,
,NaN,5.195489,16.082752,NaN,8.631291,9.302496,6.022435,22.993270,
,19.573579,11.731405,28.662756,16.491781,11.381713,8.131759,9.806619,12.255363,
,8.638359,11.074447,22.633631,5.373345,NaN,15.352408,9.617856,12.072450,
,10.106673,NaN,15.064922,8.384811,10.723554,11.854894,8.713700,25.466715,
,13.341218,NaN,NaN,20.848090,NaN,9.384400,20.371439,11.618438,


    Mean ISI within Burst - Avg (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.009256,0.009132,0.009435,0.011277,0.009484,0.009125,0.006944,0.007771,
B SEM,0.000768,0.000625,0.000651,0.004248,0.000649,0.000563,0.000865,0.000478,
B Replicates,0.005673,0.013506,0.006797,0.006118,0.007478,0.006327,0.005456,0.004783,
,0.007472,0.006925,0.006206,0.005713,0.007445,0.013094,0.013764,0.007920,
,0.007389,0.009103,0.011883,0.005526,0.008869,NaN,0.005830,0.007255,
,0.009499,0.009843,0.008208,0.004956,0.013291,0.008660,0.004230,0.006722,
,NaN,0.007377,0.010204,0.006917,NaN,0.010782,0.003947,0.007023,
,0.012766,0.008244,0.011148,0.006172,0.009568,0.007428,0.004976,NaN,
,0.009886,0.008496,0.011861,0.008568,0.011896,0.008124,0.005695,0.007360,
,NaN,0.009798,0.012011,0.057796,0.008348,0.009983,0.009006,0.006938,
,0.010537,0.010734,0.008890,0.007970,0.009072,0.010329,0.006261,0.008730,
,0.006331,0.007296,0.007113,0.009411,NaN,0.007985,0.011324,0.009559,
,0.010998,NaN,0.009463,0.008076,0.009386,0.008213,0.005309,0.008463,
,0.012010,NaN,NaN,0.008096,NaN,0.009448,0.007528,0.010732,


    Mean ISI within Burst - Std (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.004059,0.004364,0.003330,0.002259,0.003448,0.003465,0.002048,0.002338,
B SEM,0.000795,0.000862,0.000431,0.000345,0.000577,0.000719,0.000636,0.000226,
B Replicates,0.001892,0.011259,0.001512,0.000723,0.002056,0.001107,0.001926,0.001267,
,0.002842,0.001608,0.001511,0.001301,0.001665,0.010009,0.008295,0.002753,
,0.002163,0.003422,0.004305,0.000911,0.003740,NaN,0.000670,0.001947,
,0.003738,0.004138,0.002698,0.000781,0.006072,0.003380,0.000446,0.002161,
,NaN,0.003522,0.002357,0.002668,NaN,0.003341,0.000166,0.002126,
,0.005822,0.002906,0.004459,0.002112,0.005356,0.001385,0.000421,NaN,
,0.003429,0.003579,0.005876,0.003553,0.005350,0.004374,0.001696,0.002011,
,NaN,0.006560,0.004786,NaN,0.001727,0.002080,0.002984,0.001302,
,0.004499,0.003735,0.003544,0.003635,0.002608,0.002360,0.001428,0.003761,
,0.002068,0.002915,0.002076,0.002924,NaN,0.003368,0.003232,0.002735,
,0.010329,NaN,0.003507,0.003358,0.002455,0.003599,0.001084,0.003178,
,0.003812,NaN,NaN,0.002879,NaN,0.003114,0.002225,0.002473,


    Median ISI within Burst - Avg (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.004680,0.005526,0.005082,0.008785,0.005084,0.005149,0.004730,0.004185,
B SEM,0.000356,0.000700,0.000402,0.004426,0.000408,0.000324,0.000638,0.000222,
B Replicates,0.003572,0.011358,0.004004,0.004727,0.004673,0.004460,0.003430,0.003240,
,0.003858,0.004220,0.003322,0.003687,0.004648,0.008000,0.010054,0.003818,
,0.004218,0.005734,0.005049,0.003769,0.004478,NaN,0.003613,0.004018,
,0.004420,0.005948,0.004738,0.003668,0.008255,0.004775,0.003273,0.003730,
,NaN,0.003978,0.004470,0.003862,NaN,0.004860,0.003106,0.003710,
,0.005045,0.004002,0.006603,0.003873,0.005259,0.004117,0.003553,NaN,
,0.005016,0.004430,0.007833,0.004617,0.004986,0.004535,0.003882,0.003917,
,NaN,0.005055,0.006374,0.057423,0.004469,0.005704,0.005792,0.003732,
,0.004280,0.006220,0.004632,0.004375,0.004316,0.005756,0.003725,0.005199,
,0.003402,0.004311,0.003985,0.006176,NaN,0.004760,0.008208,0.005673,
,0.007042,NaN,0.004888,0.004421,0.004671,0.005180,0.003579,0.004170,
,0.005944,NaN,NaN,0.004822,NaN,0.004492,0.004542,0.004823,


    Median ISI within Burst - Std (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.001820,0.002868,0.001999,0.000873,0.001649,0.002274,0.001367,0.000895,
B SEM,0.000826,0.001022,0.000520,0.000132,0.000559,0.000989,0.000608,0.000260,
B Replicates,0.000484,0.011209,0.000552,0.000455,0.001418,0.001020,0.000344,0.000259,
,0.000710,0.000713,0.000304,0.000269,0.000998,0.012043,0.007511,0.000501,
,0.000705,0.001983,0.001471,0.000498,0.001329,NaN,0.000154,0.000493,
,0.001002,0.004015,0.002079,0.000563,0.005633,0.001598,0.000192,0.000580,
,NaN,0.000656,0.000991,0.000674,NaN,0.001231,0.000106,0.000517,
,0.001661,0.000991,0.003982,0.000999,0.002921,0.000370,0.000246,NaN,
,0.001149,0.000854,0.005687,0.001225,0.001017,0.001454,0.001331,0.000356,
,NaN,0.004477,0.003748,NaN,0.000322,0.000997,0.002151,0.000309,
,0.001674,0.002520,0.001334,0.001018,0.000440,0.001082,0.000412,0.002460,
,0.000292,0.001258,0.000736,0.001807,NaN,0.001681,0.002609,0.002647,
,0.009132,NaN,0.001101,0.000957,0.000765,0.002376,0.000343,0.000461,
,0.001396,NaN,NaN,0.001135,NaN,0.001163,0.001001,0.001259,


    Median/Mean ISI within Burst - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.562884,0.620072,0.568764,0.698762,0.595044,0.592593,0.698146,0.585607,
B SEM,0.023964,0.021131,0.019124,0.032528,0.017072,0.020386,0.017284,0.016835,
B Replicates,0.685028,0.779230,0.626448,0.792563,0.648817,0.718491,0.672063,0.715998,
,0.612124,0.626369,0.697753,0.710509,0.673744,0.605668,0.652666,0.540451,
,0.610764,0.652234,0.500815,0.711353,0.540493,NaN,0.650232,0.593194,
,0.518765,0.603393,0.590138,0.752646,0.637969,0.576478,0.789555,0.611438,
,NaN,0.608783,0.466282,0.627077,NaN,0.482970,0.797845,0.578918,
,0.450814,0.530719,0.562518,0.663588,0.618452,0.581808,0.739260,NaN,
,0.563505,0.592137,0.601867,0.597205,0.548765,0.637550,0.706745,0.609683,
,NaN,0.561403,0.513263,0.996162,0.577903,0.568559,0.657318,0.581999,
,0.451778,0.599269,0.552055,0.624723,0.534259,0.584877,0.631716,0.592749,
,0.622568,0.647185,0.581676,0.692059,NaN,0.630043,0.750733,0.576000,
,0.584668,NaN,0.563586,0.589164,0.574990,0.642942,0.705179,0.553673,
,0.528828,NaN,NaN,0.628101,NaN,0.489137,0.624437,0.487570,


    Median/Mean ISI within Burst - Std
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.132374,0.113491,0.100644,0.098963,0.111715,0.094091,0.075176,0.112329,
B SEM,0.012130,0.016040,0.006902,0.012833,0.020929,0.013026,0.009405,0.008566,
B Replicates,0.120374,0.116745,0.086229,0.035151,0.126346,0.061840,0.125566,0.128991,
,0.092319,0.103215,0.072213,0.088101,0.028599,0.129345,0.057489,0.130856,
,0.078828,0.109826,0.082598,0.045025,0.098932,NaN,0.064190,0.104062,
,0.171020,0.139991,0.121774,0.054547,0.098189,0.171516,0.052965,0.099268,
,NaN,0.142539,0.057383,0.117294,NaN,0.072150,0.017700,0.128697,
,0.190549,0.112631,0.122163,0.112315,0.249201,0.104314,0.050930,NaN,
,0.087550,0.227925,0.097074,0.132148,0.158101,0.164153,0.088692,0.069668,
,NaN,0.057675,0.120737,NaN,0.090760,0.083424,0.134163,0.099177,
,0.173172,0.063263,0.111541,0.178838,0.088950,0.071168,0.076785,0.077390,
,0.132892,0.061099,0.117129,0.094023,NaN,0.066791,0.084984,0.092002,
,0.138233,NaN,0.118248,0.100233,0.066358,0.039736,0.091007,0.147840,
,0.138806,NaN,NaN,0.130923,NaN,0.070568,0.057643,0.157666,


    Inter-Burst Interval - Avg (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,6.192342,6.267951,7.737702,7.279689,5.165358,10.148537,10.022198,11.698940,
B SEM,1.652567,2.082554,1.897143,1.303762,0.906619,4.961628,2.307908,3.528258,
B Replicates,2.349328,21.809821,3.031105,4.922127,5.432891,2.541037,21.484300,13.046100,
,4.088369,1.178250,1.692818,3.144442,2.577698,2.731197,5.552765,6.223609,
,7.660400,5.126705,3.706906,3.537359,5.556915,NaN,7.445579,7.074619,
,NaN,1.199613,10.076159,4.339891,2.902923,NaN,4.758043,5.948312,
,NaN,5.851791,6.480008,4.217998,NaN,6.637893,6.178278,35.690310,
,NaN,13.884909,6.648185,4.987453,11.699367,13.373570,4.490968,NaN,
,13.740805,4.865482,18.793130,8.574332,3.439143,4.829380,3.882408,1.702241,
,NaN,2.255629,1.111904,8.611013,5.751005,4.179295,9.415856,23.004505,
,NaN,4.107615,4.306380,18.082977,5.012762,2.899528,6.711202,0.550238,
,6.560371,2.399691,19.090070,4.502706,NaN,5.708873,7.208929,26.479110,
,0.579508,NaN,10.178060,9.552524,4.115519,4.687119,12.954683,8.541968,
,8.367611,NaN,NaN,12.883440,NaN,53.897480,30.183360,0.427333,


    Inter-Burst Interval - Std (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,1.086330,2.011266,0.792066,0.352972,1.136425,0.274360,0.648204,0.156206,
B SEM,0.581914,1.535833,0.312825,0.162318,0.560275,0.127781,0.320848,0.135606,
B Replicates,0.000292,15.772161,0.076936,1.844569,0.271603,0.313967,0.009581,0.000667,
,0.000996,0.005959,0.423730,0.262643,0.128072,1.223826,0.993766,0.000279,
,0.000504,1.064590,0.759410,0.451748,0.000125,NaN,0.000702,0.000617,
,NaN,0.290806,2.005040,0.145403,1.942660,NaN,0.000281,1.508567,
,NaN,0.001087,0.342891,0.000207,NaN,0.297964,0.000819,0.002462,
,NaN,1.006952,1.667208,0.000549,5.170846,0.001716,0.159660,NaN,
,1.238999,0.000987,3.147151,0.473010,1.820575,0.002813,0.207547,0.045719,
,NaN,1.187117,0.285479,0.000000,0.205815,0.004743,3.459087,0.008497,
,NaN,0.521110,0.004048,0.000484,0.223287,0.174853,0.661757,0.106907,
,2.045037,0.261895,0.000413,1.025493,NaN,0.001101,2.273992,0.001396,
,0.230378,NaN,0.000424,0.001737,0.464842,0.711635,0.000514,0.000430,
,4.088107,NaN,NaN,0.029826,NaN,0.010983,0.010740,0.042730,


    Burst Frequency - Avg (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.096845,0.175000,0.165720,0.171553,0.219246,0.148674,0.129688,0.118452,
B SEM,0.026959,0.047156,0.054283,0.025714,0.036336,0.039247,0.015624,0.033308,
B Replicates,0.216667,0.116667,0.329167,0.233333,0.179167,0.389583,0.050000,0.066667,
,0.250000,0.033333,0.631250,0.325000,0.304167,0.352083,0.150000,0.166667,
,0.116667,0.206250,0.227083,0.268750,0.183333,NaN,0.133333,0.150000,
,0.016667,0.039583,0.075000,0.237500,0.443750,0.016667,0.216667,0.158333,
,NaN,0.133333,0.154167,0.183333,NaN,0.135417,0.166667,0.033333,
,0.016667,0.085417,0.037500,0.200000,0.058333,0.033333,0.160417,NaN,
,0.068750,0.060417,0.054167,0.119048,0.269048,0.033333,0.172917,0.414583,
,NaN,0.497917,0.147917,0.116667,0.168750,0.083333,0.093750,0.050000,
,0.016667,0.241667,0.033333,0.050000,0.206250,0.237500,0.160417,0.089583,
,0.156250,0.335417,0.033333,0.191667,NaN,0.166667,0.135417,0.050000,
,0.062500,NaN,0.100000,0.100000,0.160417,0.154167,0.083333,0.100000,
,0.047619,NaN,NaN,0.033333,NaN,0.033333,0.033333,0.023810,


    Burst Frequency - Std (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.006089,0.043416,0.022764,0.017676,0.041783,0.017958,0.013116,0.005199,
B SEM,0.003178,0.017382,0.011204,0.008267,0.021908,0.010001,0.005212,0.002495,
